ID	composer	title	description
103269	C. Gardel	Por una Cabeza; Por Una Cabeza	Tango
1033351		F major; F Major	
1028991	Arr Jennifer Ritchie	Calvin Harris Medley (Drumbeat in Progress); Calvin Harris Medley	
1027721	Musique : François Noëll	Agnus Dei; Agnus Dei/Messe de l'église St-Jean-Baptiste de L'UNION	Agnus, Messe de l'église St-Jean-Baptiste, de L'UNION (31240)
1021891		Lamento Boliviano	intro
1031581	Lucy Berman	In a Week	
100339	Max Bilyk	Max's Song	
1029421	Composer; Jun Ishikawa	"Green Greens
Kirby; Green Greens from Kirby's Dreamland"	The main melody from the green greens stage written out for trombone.
1013331		jj; 1013331	
1035586	Дарин Сысоев	Rada's Theme; Тема Рады	
100605		Violin in C minor	
100259	Jay Althouse	Scarborough Fair	Took a piece of choir music and digitalized it, took the singing part and made it into a flute part
1017106		Die Vogelhochzeit ; Die Vogelhochzeit	G Dur   für Blockflöte
1031036	Quentin Doyen	Flute Sonata	Again, it was on here before I was a pro. But, now I'm a pro.
1013116		Main Theme (full score) - Xenoblade Chronicles; 1013116	"Yes, I moved this to my other account because of convenience for groups.

All done by hearing. The balance can be a bit off, but the downloaded version is better. I don't own the original music, but please notice me when using this arrangement."
102566	Butch Cornell	Sunshine Alley	"by Butch Cornell, as recorded by Stanley Turrentine on the LP ""Sugar."""
101948	Tiana Menezes	Senior Project Draft #2; Tiana's Composition	
102571	Guillermo Gomez U.	¿Y porque no?; Y porque no?	"Un pequeño trabajo mio, No es algo del otro mundo
pero me encanto."
103519	Brittany McCrea	Sonata Project	
1015456	"Music by Adolphe Adam wrote version ""Cantique de Noel"" in 1847; 
John Sullivan Dwight wrote version ""O Holy Night"" in 1855       "	"Oh Holy Night  6.29.15 @ 1:52pm   Origins in France, 1847; Oh Holy Night  6.29.15 @ 1:52pm   
Origins in France, 1847"	
1016701		Берега; 1016701	
102748		Country Roads	
1020306		Sail Quintet	"Sail by AWOLNATION
Quintet for Flute, Oboe, Tuba, Trombone, and Clarinet"
100213	John Banister (1663 - 1725)	Bourée	
102872	Robert Ellis	the spirit of peace and joy	
1026901	Pachelbel	Canon in D	
101169	D. Duncan	String Quartet No. 1 ; String Quartet No.1	1st movement of my first string quartet. Hope you like!
1013086		NONCEPAC; 1013086	
101624		"A csillagok, ha beszélni tudnának(felső szólam); A csillagok, ha beszélni tudnának
(felső szólam)"	
6283409	John Williams	Super Star ( Destroyer ) Wars ( Main Theme ); Star Wars Suite for Orchestra	Comment and favorite if you liked, I know that this score is gonna take a little bit to get views, cuz' I didn't put the original name in it.
